CompanyName,TelNum,Address,Latitude,Longitude
Senheng Kepong 40-42,016-2991398,"40 & 40-1, 42 & 42-1, Block C, Vista Magna, Batu 7, Jalan Kepong, 52100 Kepong, Kuala Lumpur",3.2127968,101.6447792
Senheng Klang Bukit Tinggi,016-2991398,"No. 43, 45, 47 Jalan Batu Nilam 5, Bandar Bukit Tinggi, 41200 Klang, Selangor, Malaysia",3.0094971,101.434071
Senheng Kompleks PKNS,016-2991398,"G-60F, Tingkat Bawah, Kompleks PKNS Shah Alam, Persiaran Tasik, Seksyen 14, 40000 Shah Alam Selangor",3.0706628,101.5172543
Senheng Kota Bharu,016-2991398,"4064A & B, Jalan Sultan Yahya Petra 15150 Kota Bharu, Kelantan",6.1087114,102.2556566
Senheng Kuala Terengganu,016-2991398,"1049-I, G/Floor, Wisma Ladang, Jalan Sultan Sulaiman, 20000 Kuala Terengganu, Terengganu",5.3305112,103.1452714
Senheng Kuantan Bukit Ubi,016-2991398,"Ground Floor E897, 899, 901 ,Jalan Bukit Ubi, 25000 Kuantan, Pahang.",3.810044,103.321862
Senheng Kulai Jaya,016-2991398,"No.22 , Jalan Kenanga 29/2 ,Indahpura, 80100, Kulai Jaya, Johor.",1.6407733,103.6192792
Senheng Lotus's Tanjung Pinang,016-2991398,"Lot No. F4, F5 & F6, 1st Floor, Kawasan Tebusguna Bandar Tg Pinang, Jalan Tg Tokong, Jalan Seri Tg Pinang, Daerah Timur Laut, 10470 Penang.",5.4465081,100.3048508
Senheng Melaka 16-18,016-2991398,"16-18, Jalan Seri Mangga 1/2 , Taman Seri Mangga ,75250 Melaka",2.2291104,102.2192228
Senheng Meru Bestari,016-2991398,"49,51 & 53, Ground Floor ,Jalan Meru Bestari A2, Meru Medan Bestari, 30200 Ipoh, Perak",4.6701203,101.0757301
Senheng Parit Buntar,016-2991398,"No. 11A, 15, Jalan Keli, Taman Damai, 34200 Parit Buntar, Perak",5.1165167,100.4843542
Senheng Permaisuri,016-2991398,"No. 69 & 71, Dataran Dwitasik, Jalan Dwitasik 1, Bandar Seri Permaisuri, 56000 Cheras, Kuala Lumpur",3.0990719,101.7116941
Senheng Pusat Bandar Baru Bangi,016-2991398,"35 & 36G, Jalan Medan PB4 Seksyen 9, Pusat Bandar Baru Bangi 43650 Selangor",2.9527814,101.7572567
Senheng Silibin Ipoh,016-2991398,"431 & 432, Jalan Silibin Taman Seri Tahan, 30100 Ipoh, Perak",4.611638,101.0561063
Senheng Sri Petaling 95-97-99,016-2991398,"95-97-99, Jln 1/149D ,57000 Sri Petaling, Kuala Lumpur",3.0677905,101.6852282
Senheng Sri Rampai,016-2991398,"61-63, Jalan 46A/26, Rampai Town Centre, 53300 Kuala Lumpur",3.1948404,101.7308031
"Senheng SS2, PJ",016-2991398,"No.23-G, 25-G, 25-1 & 25-2 Jalan SS2/75 47300 Petaling Jaya, Selangor",3.1191697,101.6234196
Senheng Sungai Buloh,016-2991398,"No. 39-G, 39-I, 40-G & 40-I, Jalan Nautika U20/A, Sekyen U20, Pusat Komersil TSB, 40160 Shah Alam, Selangor",3.2088141,101.5718732
Senheng Taman Connaught 171/3,016-2991398,"171 & 173, Jalan Sarjana ,Taman Connaught ,Off Jalan Cheras, 56000 Kuala Lumpur",3.0821965,101.7356045
Senheng Tanah Merah,016-2991398,"Lot 243, Jalan Hospital 17500 Tanah Merah Kelantan",5.810139,102.147944
Senheng USJ Taipan,016-2991398,"21, Jalan USJ 10/1f, Taman Perindustrian UEP, 47620 Subang Jaya, Selangor, Malaysia",3.0483847,101.5830478
SenQ 1 Utama,016-2991398,"LG 102,1 Utama Shopping Centre Lebuh Bandar Utama, Bandar Utama 47800 Petaling Jaya, Selangor",3.1489718,101.6161233
SenQ AEON Bukit Indah,016-2991398,"Lot S01, Second Floor ,AEON Bukit Indah Shopping Center ,No 8, Jalan Indah 15/2, Bukit Indah ,81200 Johor Bahru, Johor",1.4817523,103.6557625
SenQ AEON Kempas,016-2991398,"Lot F25, First Floor,PTD 156356 Jalan Dato Onn Utama , AEON Mall Kempas 81100 Bandar Dato Onn, Johor Bahru, Johor.",1.5639876,103.7344668
SenQ AEON Mall Kota Bharu,016-2991398,"F19 AEON Mall Kota Bharu ,Lembah Sireh, 15050 Kota Bharu,Kelantan",6.1100676,102.2307775
SenQ AEON Seremban 2,016-2991398,"1st Floor, Jusco Seremban 2 ,Shopping Centre, 112 Persiaran S2 B1 , Seremban 2, 70200 Seremban, N.S.",2.7018202,101.9117967
SenQ AEON Tebrau City,016-2991398,"LOT S67,2nd Floor, AEON Mall ,No 1, Jalan Desa Tebrau,Taman Desa Tebrau, 81100 Johor Bahru.",1.558694,103.788602
SenQ Alamanda Shopping Centre,016-2991398,"Lot G29-31, Ground Floor Alamanda Putrajaya Jalan Alamanda, Presint 1 6200 Putrajaya",2.9395291,101.7106171
SenQ Batu Pahat Mall,016-2991398,"Lot No. 1.61, First Floor, 303B ,Jalan Kluang ,83000 Batu Pahat, Johor",1.863554,102.9656839
SenQ Gurney Plaza,016-2991398,"Gurney Plaza, 170-07-08, Plaza Gurney, Persiaran Gurney, 10250 Penang.",5.4380431,100.3100232
SenQ IOI Mall,016-2991398,"Lot F23-23A, IOI Mall Batu 9, Jalan Puchong Bandar Puchong Jaya 47100 Selangor",3.0586477,101.6412382
SenQ Ipoh Parade,016-2991398,"Ipoh Parade, S22F, S23F, S23 & S24, SECOND FLOOR, 105, Jalan Sultan Abdul Jalil, Pusat Perdagangan Greentown, 30450 Ipoh, Negeri Perak",4.597502,101.0911775
SenQ KB Mall,016-2991398,"LOT 3.1 & 3.1A 3rd Floor KBMALL Seksyen, 16, Jalan Hamzah, Bandar Kota Bharu, 15050 Kota Bharu, Kelantan",6.1173093,102.2405497
SenQ Leisure Mall,016-2991398,"L1 34, Level 1, Cheras Leisure Mall, Jalan Manis 6, Taman Segar Cheras, 56100 Kuala Lumpur",3.0909294,101.7431317
SenQ Melawati Mall,016-2991398,"LOT LG – 17 & 18, UP2-01, Melawati Mall, 355, Jalan Bandar Melawati, Pusat Bandar Melawati ,53100 Kuala Lumpur",3.2113794,101.748677
SenQ Nilai,016-2991398,"F20 & F21, 1st Floor, AEON Mall Nilai ,Persiaran Pusat Bandar, Putra Point ,71800 Bandar Baru Nilai",2.8183673,101.7917643
SenQ Paradigm Mall JB,016-2991398,"3F-01, Paradigm Mall Johor Bahru .Jalan Skudai, 81200 Johor Bahru, Johor.",1.5168375,103.685325
SenQ Queensbay Mall,016-2991398,"Queensbay Mall, 2F-07, 2nd Floor, Queensbay Mall 100, Persiaran Bayan Indah, Sungai Nibong, 11900 Bayan Lepas, Penang.",5.3331774,100.3066084
SenQ Sunway Carnival Mall,016-2991398,"S23 Second Floor, Sunway Carnival Mall, 3068, Jalan Todak, Pusat Bandar, 13700 Seberang Jaya, Penang",5.398742,100.397992
SenQ Sutera Mall,016-2991398,"L2-036 Sutera Mall ,No. 1 Jalan Sutera Tanjung 8/4 ,Taman Sutera Utama , 81300 Skudai, Johor Bahru.",1.5171804,103.6716972
SenQ The Mines,016-2991398,"Lot L2-01B (1.01B, First Floor) MINES Shopping Fair Jalan Dulang, MINES Resort City 43300 Seri Kembangan, Selangor",3.0276921,101.7189051
Sentul Recycling Centre (Tzu Chi),03-6256 3800,"254-3 Jalan2/48B, Taman Sentul Jaya, 51000 Kuala Lumpur.",3.1935423,101.6918914
Shan Poornam Green Tech Sdn Bhd,04-5040843,"Plot 204 (PMT 1901) Lorong Perusahaan Maju 6, Kawasan Perindustrian Perai, Fasa 4, 13600 Perai, Pulau Pinang",5.3402235,100.4186997
Shan Poornam Metals (Johor) Sdn Bhd,07-590 9563,"39, Jalan Murni 4, Taman Perindustrian Murni Senai, 51400 Senai Johor Bharu",1.6151275,103.6686548
Shan Poornam Metals Sdn Bhd (Selangor),016-2094266,"Shan Poornam Metals (Selangor) Sdn Bhd, Jalan Wawasan 2B/KU7, Sungai Kapar Indah Industrial Park, Kapar, Selangor, Malaysia",3.1008599,101.3903214
Shan Poornam Metals Sdn. Bhd.,04-5084841,"Plot 34 (No. 1479), Lorong Perusahaan Maju 6 Kawasan Perusahaan Perai, Fasa 4, 13600 Perai, Pulau Pinang",5.3321379,100.4194756
Sisj Usahaniaga Sdn Bhd (KL),03-9222 0841,"No. 42, Jalan Utusan, Jln Enam, Chan Sow Lin, 55200 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.1153502,101.711756
Smart Sustainable Solutions Sdn Bhd,03-76504021,"L1- 31, Cova Square, Jalan Teknologi PJU 5, Kota Damansara, 47810 Petaling Jaya, Selangor",3.1477899,101.5746886
SMC Technology Sdn. Bhd.,07-6862088,"Lot Plo 31-32, Kawasan Perindustrian Pontian, 8200 Pontian Johor.",1.486147,103.4188538
Southern Strength (M) Sdn Bhd,07-2557828 / 016-7331355,"PLO 60, Jalan Nibong, Kawasan Perindustrian Tg. Langsat, 81700 Pasir Gudang Johor.",1.4579687,103.9705706
Sri Damansara Recycling Centre (Tzu Chi),03-6256 3800,"Persatuan Penduduk Bandar Sri Damansara Persiaran Margosa, 52200 Bandar Sri Damansara, Kuala Lumpur",3.1937797,101.610855
Sri Gombak Recycling Centre (Tzu Chi),03-62563800,"Pusat Komuniti Taman Bolton, Taman Sri Gombak, 68100 Batu Caves, Selangor",3.2214977,101.6923343
Sri Melati Recycling Centre (Tzu Chi),03-62563800,"Jalan Sri Melati 16, Taman Sri Melati Selayang Jaya, 68100 Batu Caves, Selangor",3.241812,101.6516826
Sri Muda Recycling Centre (Tzu Chi),03-62563800,"Pusat Kitar Semula, Jalan Yakin 25/11, Taman Sri Muda, Seksyen 25, 40400 Shah Alam, Selangor",3.0312058,101.5305324
Sri Putra Recycling Centre Sungai Buloh (Tzu Chi),03-6256 3800,"14 Jalan Akasia Saujana Akasia, 47000 Sungai Buloh, Selangor",3.2461511,101.5606205
SS3 Recycling Centre (Tzu Chi),03-6256 3800,"Pusat Komuniti MBPJ, Jalan SS3/39, 47300 Petaling Jaya, Selangor",3.0971372,101.6149522
Sun Soon Yik Sdn Bhd,012-303 4889,"No 40 (Pt9283) Lorong Bemban 6, Kawasan Perindustrian Remban 31000 Batu Gajah, Perak",4.457813,101.002764
Sungai Buloh BRP Recycling Centre (Tzu Chi),03-62563800,"45A, Jalan BRP 6/10, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",3.2270313,101.5586588
Sungai Chua Recycling Centre (Tzu Chi),03-62563800,"332, Jalan 10, Kampung Sungai Chua, 43000 Kajang, Selangor",2.9932122,101.7822668
Sungai Long Sek 7 Recycling Centre (Tzu Chi),03-6256 3800,"SL7/17, Bandar Sungai Long, 43000 Kajang, Selangor",3.0503041,101.7988887
T-Pot Electrical & Electronics Sdn Bhd,03-5880 2916 / 2918,"No. 2, Jalan Termostat 34/7 Bukit Kemuning Light Industrial Park, Seksyen 34, 40470 Shah Alam, Selangor",3.0066191,101.4990127
Taiko Metals Recycle Sdn Bhd,04-489 1393,"Lot 73 Jalan Perusahaan 2b, Kawasan Perusahaan Kulim, 09000 Kulim, Kedah",5.4141816,100.5575716
Taman Berkeley Recycling Centre (Tzu Chi),03-33820066 / 03-33820660,"112, Jalan Undan Putih, Taman Berkeley, 41150 Klang, Selangor",3.0606229,101.4660887
Taman Chi Liung Recycling Centre (Tzu Chi),03-33820066 / 03-33820660,"26 Lorong Seleguri 3, Taman Chi Liung, 41200 Klang, Selangor",3.0240524,101.4276505
Taman Desa Recycling Centre (Tzu Chi),03-62563800,"Lot PT1700, Jalan 3/109F, Taman Danau Desa, 58100 Kuala Lumpur (opposite Shell Petrol Station)",3.1009384,101.6870158
Taman Ehsan Recycling Centre (Tzu Chi),03-6256 3800,"Dewan Masyarakat India Taman Ehsan, Jalan 29 Taman Ehsan, 52100 Kuala Lumpur",3.220527,101.6270261
Taman Kinrara Recycling Centre (Tzu Chi),03-62563800,"Pusat Kitar Semula Taman Kinrara Seksyen 3, Jalan TK 3/17, Taman Kinrara, 47190 Puchong, Selangor",3.0615622,101.6371996
Taman Mastiara Recycling Centre (Tzu Chi),03-62563800,"No. 9 Jalan 5/18D, Taman Mastiara, 51200 Kuala Lumpur",3.2151837,101.6736265
Taman Megah Recycling Centre (Tzu Chi),03-62563800,"Jalan 37C, Taman Megah Cheras, 43200 Batu 10 Kajang, Selangor",3.054464,101.768193
Taman Meru Recycling Centre (Tzu Chi),03-3382 0066 / 0660,"Lot 8267 Jalan Pulau Pinang 2 Off Jalan Meru, 41050 Klang, Selangor.",3.0596242,101.4514061
"Taman Mewah Jaya 2, Recycling Centre (Tzu Chi)",03-3382 0066 / 0660,"37A Lorong Samarinda 29B, Taman Mewah Jaya 2, 41200 Klang, Selangor",3.0157987,101.4786452
Taman Sri Endah KL Recycling Centre (Tzu Chi),03-6256 3800,"Jalan 4/149B, Taman Sri Endah, 57000 Sri Petaling, Kuala Lumpur",3.0632224,101.6889299
Taman Sri Petaling Recycling Centre (Tzu Chi),03-6256 3800,"Jalan Sri Petaling 1 , Taman Sri Petaling , 57000 Kuala Lumpur",3.0732203,101.6945853
Taman Sungai Besi Indah KL (Tzu Chi),03-62563800,"Pusat Komuniti Rakyat, Jalan Sungai Besi Indah 2, Taman Sungai Besi, 43300 Selangor",3.0297073,101.7281691
Taman University Recycling Centre (Tzu Chi),03-62563800,"Pusat Kitar Semula, Jalan Indah 2/2, Taman Universiti Indah, 43300 Seri Kembangan, Selangor",3.0052359,101.6938455
Tan Boon Ming 3 Damansara,03-77101212,"No 3, Jln SS20/27, Lot L1-3A, 1st floor, Damansara Utama, 47400 Petaling Jaya",3.1304749,101.6269411
Tan Boon Ming Central i-City Shopping Centre,03-55245918,"LG-03, Level Lower Ground Sentral i-City, Plot 1, Jln Multimedia, Seksyen 7, 40000 Shah Alam",3.0650157,101.4828033
Tan Boon Ming Great Eastern Mall,03-27717689,"Lot 4, Level 3, No. 303, Jalan Ampang, Desa Pahlawan, 50450 Kuala Lumpur",3.1600725,101.7369013
Tan Boon Ming Sdn Bhd,03-79832020,"PS-4,5,6,7 & 8, Taman Evergreen ,Batu 4, Jalan Klang Lama ,58100 Kuala Lumpur",3.0972834,101.6752416
Tan Boon Ming Sdn Bhd,03-51214122,"No. 37 & 39, Jalan Mewah 25/63, Taman Sri Muda, 40400 Shah Alam, Selangor",3.0310635,101.535521
Tan Boon Ming Sdn Bhd,03-56125959,"Lot 33, Jalan Delima, Subang HiTech Industrial Park, 40000 Shah Alam, Selangor",3.069586,101.5685359
Tan Boon Ming Sdn Bhd Bangsar Village,03-22874818,"Unit No. LG-6, Lower Ground Floor, Jalan Telawi Satu, Bangsar Baru, 59100 Kuala Lumpur",3.1299577,101.67167
Tan Boon Ming Sdn Bhd Cheras Sentral,03-91074755 / 03-91004288 / 010-2020985,"700-2F-10B to10L, 2nd Floor ,Cheras Sentral Shopping Mall ,KM10, 56000 Cheras, Kuala Lumpur",3.0784689,101.7449415
Tan Boon Ming Sdn Bhd Dpulze Shopping Centre,03-83227770,"LG-23, Dpulze Shopping Centre, Lingkaran Cyber Point Timur, Cyber12, 63000 Cyberjaya, Selangor",2.9220548,101.650968
Tan Boon Ming Setapak Central,03-41498090,"No. F-53-55, 1st Floor, 67, Jalan Taman Ibu Kota, Taman Danau Kota, 53300 Setapak, Kuala Lumpur",3.2045747,101.7205297
Tan Boon Ming Tropicana Gardens Mall,03-76607088,"Lot 1F-21, First Floor, No. 2A, Persiaran Surian, Tropicana Indah 47810 Petaling Jaya, Selangor",3.1487845,101.5947374
Tanjong Sepat Recycling Centre (Tzu Chi),03-3382 0066 / 0660,"PT 87 Jalan Perusahaan, 42800 Tanjong Sepat, Selangor.",2.6565046,101.5648051
Teratai Gateway Enterprise Sdn. Bhd,04-5512 877,"No.7, Lorong Industri Alma, 14000 Bukit Mertajam, Pulau Pinang",5.3277627,100.4791986
TES-AMM (Malaysia) Sdn Bhd,07-2524418,"PLO 418, Jalan Emas 2, Kawasan Perindustrian Pasir Gudang, 81700 Pasir Gudang, Johor",1.4560897,103.892012
TES-AMM (Malaysia) Sdn Bhd (Pulau Pinang),04-399 1896,"PMT 3076, Jalan Jelawat, Taman Prindustrian Seberang Jaya, 13700 Perai, Pulau Pinang",5.4051568,100.3936936
Thitec Technology (M) Sdn Bhd,04-4591 425,"No. 9, Jalan Industri Desa Aman 1/2, Kawasan Industri Ringan Desa Aman, Sungai Lalang, 08100 Bedong, Kedah",5.7041564,100.5219829
TM Recycle IT Sdn Bhd,03-31222383 / 019-4775636,"166, Jalan Sungai Pinang 5/6, Taman Perindustrian Pulau Indah, 42920 Pelabuhan Klang, Selangor",2.9629498,101.3322884
Town Park Recycling Centre (Tzu Chi),03-6256 3800,"Town Park, Jalan Pandan Indah 4/3 Pandan Indah, 55100 Kuala Lumpur",3.1318462,101.744176
Trash4cash (M) Sdn Bhd,019-5129020,"Lot 1821, Batu 8 Mukim Tajar, Jalan Dato Kumbar, 06500 Alor Setar, Kedah",6.1201399,100.3921592
Trash4cash Selangor & KL - Bumi Waste (M) Sdn Bhd,019-5149020,"No. 5, Jalan 6, Hi-Tech 5, Industrial Park Sungai Lalang",2.9903935,101.8670898
Triple-C Recycle Sdn Bhd,08-2617179,"SL6, Lot 1625, Batu 10 Light Industrial Park, Lorong Jalan Kuap, 93250 Kuching Sarawak",1.4189282,110.346885
Ulu Yam Bahru Recycling Centre (Tzu Chi),03-6256 3800,"Lot 17064-B Jalan Tua, Kampung Gurney Hulu Yam Bharu, 43300 Batu Caves, Selangor.",3.236516,101.6816512
Unbox Asia Sdn Bhd,011-10870001,"B1-03-02, Sunway Geo Avenue, Block B1, Jalan Lagoon Selatan, Bandar Sunway, 47500 Petaling Jaya, Selangor",3.0652398,101.608673
USJ 8 Recycling Centre (Tzu Chi),03-6256 3800,"D3-00-10 Subang Perdana, Goodyear Court 4 Subang Perdana, Jalan Kewajipan UEP Subang Jaya, 47600 Subang Jaya.",3.0468131,101.5898976
Victory Recovery Resources Sdn Bhd,06-3345336,"No 14 & 16, Jalan Pk 11, Krubong Industrial Park 75250 Melaka.",2.2937653,102.2432136
Wangsa Maju Recycling Centre (Tzu Chi),03-6256 3800,"49 Jalan 35/27B, Taman Desa Setapak Wangsa Maju, 53300 Kuala Lumpur.",3.2081107,101.7329694
Warmtech Sdn Bhd,04-5075750,"Lot 69 Jalan PKNK 1/8, Kawasan Perindustrian Sungai Petani, 08000 Sungai Petani, Kedah.",5.6530785,100.5350715
Wilgreen Recovery Sdn Bhd,07 255 5322,"Plo 569, Jalan Keluli, Kaw. Perindustrian Pasir Gudang, 81700 Johor",1.4718352,103.9274442
WNN Technology Centre Sdn Bhd,03-3134 1179,"Lot 14846, Jalan Udang Galah, Kampung Telok Gong, 42000 Pelabuhan Klang, Selangor",2.9535828,101.3908383
